호선,역번호,역명,구분,1월,2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월
5호선,2529,마포,하차,54736,46743,56308,56905,58489,54624,55371,52870,51486,58844,56151,60320
5호선,2530,공덕,승차,37433,32121,39033,40184,40681,38180,38803,36951,36266,42574,40590,42607
5호선,2530,공덕,하차,34952,30282,36555,37594,37621,35408,35905,34323,33833,39560,38206,39968
5호선,2531,애오개,승차,32356,27570,34309,36336,36473,33778,35245,33441,32538,36100,34354,34862
5호선,2531,애오개,하차,31156,26400,32840,34846,34894,32455,33798,31792,30935,34462,33232,33996
5호선,2532,충정로(경기대입구),승차,12496,10570,13329,13434,14104,13216,13329,12843,12765,14062,12830,14809
5호선,2532,충정로(경기대입구),하차,13380,11222,13994,13981,14689,13885,14128,14054,13717,14454,12215,15270
5호선,2533,서대문,승차,58813,49685,60302,60866,62645,57373,58974,56586,53603,64676,58947,61066
5호선,2533,서대문,하차,56539,47805,57894,58321,60057,55296,56665,54023,51815,61630,56931,58162
5호선,2534,광화문(세종문화회관),승차,68129,59641,74007,77641,85109,73811,72473,90582,78597,160389,102817,111962
5호선,2534,광화문(세종문화회관),하차,62862,54702,68924,74323,82984,69779,68034,86585,75769,172653,102006,110315
5호선,2535,종로3가,승차,105133,92584,108663,101867,105841,102003,104629,104736,97709,115090,103328,113555
5호선,2535,종로3가,하차,110377,96991,114502,107912,113151,107800,109742,110239,103305,125656,107339,116737
5호선,2536,을지로4가,승차,39117,30012,37158,37295,37731,36851,37414,35895,34645,41189,38168,39484
5호선,2536,을지로4가,하차,39509,30587,37874,37640,39699,37167,37365,34942,34137,40054,37180,38513
5호선,2537,동대문역사문화공원,승차,7248,5802,7071,7370,7477,6729,7745,6997,6257,7002,7356,7917
5호선,2537,동대문역사문화공원,하차,7812,6306,7644,8145,8344,7400,8293,7598,7036,7856,8025,8767
5호선,2538,청구,승차,23207,20142,24372,24403,25331,23068,24201,22985,22930,26158,24357,24364
5호선,2538,청구,하차,18022,15409,19050,18899,20019,18142,19316,18319,17875,20771,19903,19851
5호선,2539,신금호,승차,31803,27072,33333,33389,35256,33824,33527,32326,31247,34963,33076,33908
5호선,2539,신금호,하차,35594,30445,37566,37882,39832,38124,37655,36103,35010,39372,36826,38153
5호선,2540,행당,승차,41418,35842,43660,43891,45703,43336,43831,42679,41261,46486,44529,44905
5호선,2540,행당,하차,38067,32829,40190,40466,41880,39224,40093,38736,37470,42242,40818,41094
5호선,2541,왕십리(성동구청),승차,21106,18010,21861,21750,22726,21091,21908,20768,20253,23020,21521,22737
5호선,2541,왕십리(성동구청),하차,20394,17409,21382,20914,22011,20770,21383,20622,19571,22340,21130,21985
5호선,2542,마장,승차,42352,32992,40665,40863,41602,34408,35422,39613,38358,41332,39604,41970
5호선,2542,마장,하차,41670,32524,39796,40132,40813,33492,34367,38582,37755,40364,38908,41636
5호선,2543,답십리,승차,69367,59740,72964,72422,74138,71424,70673,64625,62033,71495,67121,69607
5호선,2543,답십리,하차,68354,58858,71571,71339,72978,70144,69383,63091,60079,69137,64877,68024
5호선,2544,장한평,승차,77305,66520,81109,80695,83457,79536,82449,81972,78003,87441,83406,87330
5호선,2544,장한평,하차,78322,67192,81934,81325,84526,80666,83540,82937,79184,88726,84482,88668
5호선,2545,군자(능동),승차,29886,26696,33729,32926,33559,31578,31070,30198,28694,34034,31342,33391
5호선,2545,군자(능동),하차,32480,28365,35938,35803,35408,33471,33219,32310,31201,37000,33728,36814
5호선,2546,아차산(어린이대공원후문),승차,77988,67639,84364,84413,89334,83102,79411,77126,76639,87568,81504,85126
5호선,2546,아차산(어린이대공원후문),하차,76068,66345,82804,83988,88853,82336,78814,75845,75753,86826,80692,83709
5호선,2547,광나루(장신대),승차,58154,50415,62832,63858,66725,62066,60478,56636,58166,67892,62908,62701
5호선,2547,광나루(장신대),하차,56784,49354,60864,61252,63458,59336,57549,54026,56004,64445,60238,60840
5호선,2548,천호(풍납토성),승차,113414,97035,120247,118079,122997,117720,119038,116934,108747,123704,117004,121737
5호선,2548,천호(풍납토성),하차,123542,104657,131177,129347,135132,129087,130528,127794,118693,133843,126990,131606
5호선,2549,강동,승차,84397,72826,88269,89673,92968,89720,98080,92693,86283,99231,94402,99059
5호선,2549,강동,하차,76396,66198,80225,81472,84406,81772,90224,84579,78437,89687,85625,89725
5호선,2550,길동,승차,55549,47328,57743,56489,59086,55060,58076,55635,53709,60614,58225,60117
5호선,2550,길동,하차,57286,48680,59608,59311,61010,57213,59985,57852,56024,62955,60724,62656
5호선,2551,굽은다리(강동구민회관앞),승차,53751,46396,58281,57829,60365,57651,58139,56845,53749,61374,58019,60832
5호선,2551,굽은다리(강동구민회관앞),하차,50027,42911,53786,53798,55952,53400,54427,53431,50371,57061,54345,57133
5호선,2552,명일,승차,51167,44096,56171,56051,58024,55783,56790,54864,53781,62699,60475,61841
5호선,2552,명일,하차,54057,46642,59134,59162,60969,58519,59727,57801,56195,65406,63463,64904
5호선,2553,고덕,승차,54788,47983,59524,60021,61915,58632,59370,56401,53912,61763,59122,61114
5호선,2553,고덕,하차,53443,47015,57863,58404,60816,57655,58625,55495,53248,61450,58470,59080
5호선,2554,상일동,승차,51518,44830,57192,58844,61422,57500,57317,55016,54558,69162,69272,73003
5호선,2554,상일동,하차,49604,43450,55171,55847,58453,54698,54568,52495,51756,65164,65335,69568
5호선,2555,둔촌동,승차,51509,43954,54101,54141,56706,55035,55221,53696,52213,59943,56559,58769
5호선,2555,둔촌동,하차,52971,45604,55541,56205,58577,56172,56590,55665,53897,61365,58284,59910
5호선,2556,올림픽공원(한국체대),승차,27239,23643,29371,31921,34688,30770,29981,28640,29146,33489,30670,30875
5호선,2556,올림픽공원(한국체대),하차,25239,22289,27485,29055,31889,28061,27514,26279,27365,30982,28303,28645
5호선,2557,방이,승차,39092,33295,42595,43391,44319,41135,42234,40198,38274,44994,43228,44161
5호선,2557,방이,하차,39187,33153,42161,42924,44022,41246,41967,39809,38073,44996,43064,43930
5호선,2558,오금,승차,15417,13438,16602,16460,17112,16435,16575,15464,14988,17514,16355,16535
5호선,2558,오금,하차,15113,13066,16208,16164,16800,16254,16293,15829,15222,17176,16005,16302
5호선,2559,개롱,승차,38589,33356,41380,41666,42573,40931,41797,39792,39350,43560,40271,41879
5호선,2559,개롱,하차,39619,34360,42204,42996,43784,42140,43082,41054,40376,44752,41839,43249
5호선,2560,거여,승차,44846,38504,46813,46979,48937,46313,47883,46731,44950,51534,48223,49989
5호선,2560,거여,하차,44204,37841,46068,46228,47883,45351,46721,45587,43821,50277,47143,48672
5호선,2561,마천,승차,39953,34799,42626,43070,44633,42189,42019,40302,38921,43522,41861,42420
5호선,2561,마천,하차,42232,37030,45446,45133,47032,44697,44623,42751,41000,46127,44028,45070
6호선,2611,응암,승차,94670,81014,99633,102258,103708,98555,98953,95116,92435,107036,99810,101016
6호선,2611,응암,하차,94419,82181,99494,102787,103313,97976,98773,94808,91625,105866,99098,100925
6호선,2612,역촌,승차,29844,25749,32246,31601,33390,31367,33069,32876,30490,33817,30874,32681
6호선,2612,역촌,하차,28947,25450,30650,30330,31715,30625,32170,31365,28951,33187,29080,30186
6호선,2613,불광,승차,35269,30523,37310,37799,38358,36737,38519,39409,34462,37597,33804,35157
6호선,2613,불광,하차,28670,25190,30648,31026,31341,29951,31111,31774,27879,30948,27785,28262
6호선,2614,독바위,승차,18400,15381,18689,18320,18980,18239,18241,18535,17543,19149,18320,18040
6호선,2614,독바위,하차,22346,18844,23365,22555,23624,22442,22613,22402,21396,23456,21887,21741
6호선,2616,구산,승차,46696,39438,48358,49089,50665,47612,48976,46767,44589,50587,46906,48282
6호선,2616,구산,하차,46354,35018,48560,49893,52153,48288,49898,47965,45207,50468,47905,49936
6호선,2617,새절(신사),승차,72360,62586,77127,79791,81262,78087,78293,75517,72002,82941,76862,79200
6호선,2617,새절(신사),하차,74223,63954,78708,80874,82508,78935,79374,76594,73242,84591,77928,80840
6호선,2618,증산(명지대앞),승차,57699,49585,61647,63452,65078,61813,62125,59978,57999,65455,60508,62687
6호선,2618,증산(명지대앞),하차,57951,50014,62161,64223,65353,61890,62493,60118,58281,66007,60974,63122
6호선,2619,디지털미디어시티,승차,42911,37340,46268,47379,48242,44707,44375,43043,43039,50882,47570,47518
6호선,2619,디지털미디어시티,하차,42479,37177,45540,46333,47505,43904,43966,43434,43111,50648,47263,47299
6호선,2620,월드컵경기장(성산),승차,38884,34290,45000,48559,54266,51368,46584,46154,48789,101314,54606,41248
6호선,2620,월드컵경기장(성산),하차,38984,34069,44925,48751,55359,52767,47216,47077,49337,103015,56001,41217
6호선,2621,마포구청,승차,62620,55082,65528,67573,69111,64762,64881,61825,62449,75236,68309,66922
6호선,2621,마포구청,하차,57921,50975,60174,61249,62648,58219,59154,56317,56606,67111,61303,61144
6호선,2622,망원,승차,71765,61084,74498,75730,78559,73245,73451,71029,71981,79635,74665,75674
6호선,2622,망원,하차,75726,64305,78439,79865,82763,76912,77205,74461,75475,83141,78614,79644
6호선,2623,합정,승차,34102,30088,36847,37870,39003,36408,36447,35159,34408,38652,35302,35616
6호선,2623,합정,하차,30144,26817,33240,33754,34967,32906,32781,31579,31054,36610,35041,33165
6호선,2624,상수,승차,19400,16125,19999,19894,20462,19455,20181,19006,18608,20885,19735,20844
6호선,2624,상수,하차,19708,16469,20290,20383,21107,19826,20868,19589,19088,21198,20025,21279
6호선,2625,광흥창(서강),승차,49793,43566,53346,54555,52763,52466,52642,50287,48083,54799,53002,52111
6호선,2625,광흥창(서강),하차,49320,42980,52747,53556,53662,51524,51865,49699,47498,54330,52457,51780
6호선,2626,대흥(서강대앞),승차,39961,34821,43218,44497,47635,43121,44515,40559,40764,44770,43046,43005
6호선,2626,대흥(서강대앞),하차,39968,34831,43186,44192,47550,42784,44449,40389,40189,44480,42877,43109
6호선,2627,공덕,승차,61777,52507,63665,64405,65816,62325,64193,60592,60407,70175,66971,68846
6호선,2627,공덕,하차,58614,49941,60559,61164,62977,59465,60931,57661,57742,67077,63269,65364
6호선,2628,효창공원앞,승차,33532,29411,36578,37764,37960,35991,35137,33037,32672,40009,35620,35772
6호선,2628,효창공원앞,하차,31760,27831,34586,35607,35569,33732,32975,31247,30837,37388,33923,33832
6호선,2629,삼각지,승차,14141,11757,14894,14912,15021,15411,13743,12867,13457,15670,15814,17109
6호선,2629,삼각지,하차,11461,9553,12013,12125,12134,11892,10880,10206,10676,11991,12449,13537
6호선,2630,녹사평(용산구청),승차,15830,13489,17714,17248,17963,16641,16707,16098,16405,19850,17435,18045
6호선,2630,녹사평(용산구청),하차,15452,13172,17042,16751,17088,16077,15836,15088,15498,18569,16418,17053
6호선,2631,이태원,승차,28386,24432,29978,29934,30932,29020,28307,27085,26919,32356,29226,30383
6호선,2631,이태원,하차,29757,25654,31354,31255,32561,30320,29656,28178,27972,33731,30236,31453
6호선,2632,한강진,승차,12052,10339,12904,13681,13971,12957,12882,12514,12163,13920,13133,12937
6호선,2632,한강진,하차,11972,10274,12742,13354,13547,12532,12251,11962,11935,13631,12851,12452
6호선,2633,버티고개,승차,13439,11412,13939,14063,14225,13331,13808,13019,12803,14646,13958,13838
6호선,2633,버티고개,하차,15317,12870,15633,16041,16068,14941,15485,14643,14599,16338,15727,15777
6호선,2634,약수,승차,21789,18167,21956,22220,22629,21772,23865,22607,21135,23821,22552,23039
6호선,2634,약수,하차,20937,17652,21136,21465,22019,20847,22524,21530,20527,23239,22189,22948
6호선,2635,청구,승차,15777,13716,16399,16427,17375,16216,17166,16429,15577,18060,17277,17588
6호선,2635,청구,하차,19558,16958,19962,20009,20779,18957,19990,19352,19102,21667,20419,20756
6호선,2636,신당,승차,33375,27158,33490,33771,34405,32795,34505,32453,31889,35369,34832,35078
6호선,2636,신당,하차,32564,26718,32914,33392,33786,32094,33930,31989,31024,34900,33447,34026
6호선,2637,동묘앞,승차,57971,50977,63389,61506,63608,59810,57170,54618,55361,65561,60810,61656
6호선,2637,동묘앞,하차,53139,46155,57635,57115,59014,55549,54086,51922,51517,61073,56467,57088
6호선,2638,창신,승차,15696,13805,16731,16832,17376,16242,16352,15988,15253,16703,16301,16403
6호선,2638,창신,하차,14907,13111,16088,16055,16253,15182,15118,15120,14457,15926,15469,15441
6호선,2639,보문,승차,27420,24081,28763,29295,30319,27575,27698,26498,26485,30168,28450,29096
6호선,2639,보문,하차,26535,23061,27638,27736,28762,25679,26255,25169,25229,28700,27170,27753
6호선,2640,안암(고대병원앞),승차,29693,25651,30019,30603,30574,28832,30673,28880,28960,32350,30349,31166
6호선,2640,안암(고대병원앞),하차,28283,24665,29117,29275,30344,27936,29505,27542,27739,30882,29036,29890
6호선,2641,고려대(종암),승차,28881,25319,31533,32497,33949,31116,28954,28550,28738,32611,30878,30764
6호선,2641,고려대(종암),하차,28864,25456,31634,32353,34095,31174,29719,28685,28976,33082,31131,31283
6호선,2642,월곡(동덕여대),승차,68332,58103,69165,68272,69408,64854,67312,65202,63584,71609,68445,68466
6호선,2642,월곡(동덕여대),하차,68160,57987,68688,67757,69148,64401,66487,64351,62485,70995,68076,68478
6호선,2643,상월곡(한국과학기술연구원),승차,34757,29883,36400,36617,38306,36160,37151,35883,34830,39287,37171,36876
6호선,2643,상월곡(한국과학기술연구원),하차,34131,29386,35608,36028,37860,35545,36884,35671,34566,38480,36775,36152
6호선,2644,돌곶이,승차,49104,41692,50253,51992,53500,49247,51657,51240,48439,53336,49696,53041
6호선,2644,돌곶이,하차,49331,41612,50497,51832,53280,48975,51145,50780,47832,52808,49497,52797
6호선,2645,석계,승차,64304,55761,67535,68663,71670,67202,67483,65535,63724,71558,67173,69407
6호선,2645,석계,하차,65427,56998,68604,70057,72724,68359,69160,66764,65130,73295,68643,70119
6호선,2646,태릉입구,승차,23433,20110,24391,25849,34229,27095,26447,24626,24113,28306,27265,27087
6호선,2646,태릉입구,하차,24605,21149,25787,27594,38348,28761,27684,26155,25541,30068,28967,28670
6호선,2647,화랑대(서울여대입구),승차,38132,33202,40109,41288,42452,40221,40515,39424,38051,44368,40903,42144
6호선,2647,화랑대(서울여대입구),하차,34216,29903,36555,37496,38566,35898,36358,35405,34007,39862,36626,37595
6호선,2648,봉화산(서울의료원),승차,43963,37972,45795,47103,48470,45531,46385,46245,43484,48678,45863,46918
6호선,2648,봉화산(서울의료원),하차,42850,37217,45182,46273,47639,44997,45785,45289,42798,47876,45077,46241
7호선,2711,장암,승차,5344,5007,6827,7328,8302,7761,8040,9461,7831,8610,7361,6759
7호선,2711,장암,하차,3338,3158,4564,4933,5804,5322,5695,7062,5131,5768,4493,4296
7호선,2712,도봉산,승차,30390,27230,34708,36921,40573,39451,36587,36732,35961,41413,36309,33589
7호선,2712,도봉산,하차,45165,40782,51605,52127,57881,56263,50979,52347,50075,59353,52884,49515
7호선,2713,수락산,승차,72599,62695,79038,78837,81917,80149,78830,79885,73537,82502,76990,79109
7호선,2713,수락산,하차,73145,63225,80002,79262,82597,80546,79267,80407,74665,83569,78308,80237
7호선,2714,마들,승차,65103,56347,68257,69714,72469,67451,68775,67194,65323,73607,69726,70282
7호선,2714,마들,하차,65632,56636,68826,70330,72886,67957,69512,68222,65632,74109,70185,70872
7호선,2715,노원,승차,96638,82560,99518,100180,104409,97524,101250,97798,90884,99053,97217,103654
7호선,2715,노원,하차,96494,82015,99108,100211,104914,97934,101323,97776,91234,100015,97553,103608
7호선,2716,중계,승차,67553,58597,73064,75724,77116,72860,73976,70444,70202,79459,74922,75380
7호선,2716,중계,하차,66659,57803,72211,74686,76096,72344,72721,68707,68913,77796,73332,74264
7호선,2717,하계,승차,85809,73057,89816,94321,95752,88786,90061,86398,83838,91783,87460,90784
7호선,2717,하계,하차,83031,70536,87174,90704,92061,85275,86782,83852,80722,88505,84264,87291
7호선,2718,공릉(서울과학기술대),승차,54653,46766,57412,58201,60991,57138,58361,55611,55148,61655,58806,59969
7호선,2718,공릉(서울과학기술대),하차,55423,47299,57884,58999,61339,57404,58830,55881,55519,62511,59214,60362
7호선,2719,태릉입구,승차,31684,27941,34212,36531,46434,37039,36854,35004,33611,38509,35977,36476
7호선,2719,태릉입구,하차,30063,26239,32260,34941,44815,35354,35293,33385,32005,36116,34327,34571
7호선,2720,먹골,승차,51169,43882,52785,53536,57701,51755,51707,50258,48942,57183,54162,55718
7호선,2720,먹골,하차,51982,44645,54080,54731,57407,52272,52414,51301,49655,58025,55146,57321
7호선,2721,중화,승차,50395,42937,52562,53460,58607,51996,52894,52169,50748,55902,53162,54855
7호선,2721,중화,하차,51175,43611,53243,54351,58057,52416,53436,52618,51032,56487,53761,54851
7호선,2722,상봉(시외버스터미널),승차,56825,48509,60359,59744,62689,58918,59359,57587,56047,63150,59571,62951
7호선,2722,상봉(시외버스터미널),하차,54489,46248,57462,56381,59189,55678,56128,54588,53394,59795,56954,60475
7호선,2723,면목,승차,72108,63179,76675,79373,82237,78218,79170,78559,75192,83547,78625,81921
7호선,2723,면목,하차,74386,64932,78604,80732,84044,79824,81282,80804,76849,85226,80717,84064
7호선,2724,사가정,승차,80170,69715,84700,86231,89454,84320,83901,80166,78083,88867,82832,86441
7호선,2724,사가정,하차,79344,68890,83670,85354,88196,83246,83350,79857,76953,87627,82129,86070
7호선,2725,용마산,승차,27171,23415,28691,29801,30833,29338,29319,27929,27520,31226,29325,29660
7호선,2725,용마산,하차,29780,25787,31489,32815,34153,32708,32684,30689,30664,34570,32189,32351
7호선,2726,중곡,승차,46790,40169,48673,48597,50415,48434,48703,46923,45361,51831,48334,49867
7호선,2726,중곡,하차,47797,40961,49889,49578,51283,48794,49236,47442,45931,52583,49003,50557
7호선,2727,군자(능동),승차,66061,55921,68745,68954,71478,67128,67932,65752,63301,72153,66621,69947
7호선,2727,군자(능동),하차,55998,47881,59094,59346,61833,57689,58755,56762,54427,61442,56982,59650
7호선,2728,어린이대공원(세종대),승차,32261,28331,36216,41287,41001,35482,32226,33057,34264,40189,36278,33741
7호선,2728,어린이대공원(세종대),하차,32161,28087,35900,41094,40778,35624,32502,32535,33720,40161,36157,33812
7호선,2729,건대입구,승차,46674,39576,47928,47480,48544,47029,48553,47548,44567,48774,48242,52167
7호선,2729,건대입구,하차,43082,36721,44782,44390,45423,43929,45221,44465,41295,45487,44950,48493
7호선,2730,뚝섬유원지,승차,30882,28018,34113,38083,41740,41102,38261,37796,35777,41898,33909,34177
7호선,2730,뚝섬유원지,하차,31068,27997,34277,38185,41967,41098,38684,38084,36263,42075,34172,34350
7호선,2731,청담,승차,64503,55495,67519,68345,69406,65061,66253,61714,61260,70289,68817,70857
7호선,2731,청담,하차,62065,53546,65047,65843,66739,62783,63746,59287,59357,67777,66258,68896
7호선,2732,강남구청,승차,40688,34376,41568,42129,43035,40927,39934,37816,37183,42950,41616,42464
7호선,2732,강남구청,하차,40808,34322,41472,42381,43054,40923,40414,38123,37624,43523,42005,42634
7호선,2733,학동,승차,49685,42738,52109,52044,54714,50548,51602,48362,48822,55447,54801,54516
7호선,2733,학동,하차,46749,40407,49692,49520,52087,47960,48432,45033,45896,51985,51580,51413
7호선,2734,논현,승차,43571,36313,44187,44625,45141,43266,44803,41558,40487,45983,44965,46699
7호선,2734,논현,하차,43404,35849,44085,44222,45007,43037,44492,41516,40539,45662,44401,46166
7호선,2735,반포,승차,30536,26558,32333,32520,33460,31597,32478,31233,30241,33761,32995,33290
7호선,2735,반포,하차,28700,24842,30443,30804,31692,30288,31368,29940,29119,32619,31688,32288
7호선,2736,고속터미널,승차,69369,59618,73211,76127,75377,70767,72162,71082,70471,88491,78126,77832
7호선,2736,고속터미널,하차,62844,53355,64970,65817,66440,63729,65537,63405,61407,75501,67300,69075
7호선,2737,내방,승차,58533,48960,60075,62669,65575,60036,62864,58626,56393,63187,61056,63145
7호선,2737,내방,하차,57601,48141,59020,61350,64165,58749,61556,57455,55246,61811,59499,61923
7호선,2738,이수,승차,69401,57641,69517,70330,72726,69970,72397,68747,65695,73710,70647,75150
7호선,2738,이수,하차,66695,54921,67267,67670,69950,67348,69904,66827,64103,71161,68132,71653
7호선,2739,남성,승차,62274,53209,64832,65802,68170,64108,66176,63521,59953,68010,65148,66015
7호선,2739,남성,하차,62589,53594,65339,66300,68085,63802,66133,63217,59648,67789,64451,65651
7호선,2740,숭실대입구(살피재),승차,53020,45009,55272,56508,56991,54286,54991,52676,50821,57306,55559,56412
7호선,2740,숭실대입구(살피재),하차,54576,46535,57299,58019,59139,56103,56860,54168,52714,59419,57572,58295
7호선,2741,상도,승차,49801,43177,53866,54575,56463,52625,54187,51653,50025,55437,53841,55139
7호선,2741,상도,하차,48236,41702,51821,52347,53329,49722,50841,48449,46998,52547,50732,52446
7호선,2742,장승배기,승차,63790,54340,67523,67877,69390,65119,67347,65335,62681,69725,66124,68528
7호선,2742,장승배기,하차,64492,54878,68619,69509,70682,66796,68952,66936,63462,70291,66770,69498
7호선,2743,신대방삼거리,승차,81848,68011,83415,83896,85860,78873,83908,79491,76494,85688,82781,84493
7호선,2743,신대방삼거리,하차,83223,68745,85020,85407,87362,79543,84922,80484,77568,86948,84423,86453
7호선,2744,보라매,승차,37764,30409,37883,37264,41960,37025,38249,35976,35467,39886,38611,46322
7호선,2744,보라매,하차,37444,30276,37452,36948,41942,36851,38049,35399,35037,39055,38086,46122
7호선,2745,신풍,승차,55046,46534,58216,59684,61790,58746,58993,56760,55083,61557,58645,61359
7호선,2745,신풍,하차,55995,47540,59722,61076,62883,59968,60203,58063,56282,62972,59802,62419
7호선,2746,대림(구로구청),승차,30915,26982,32179,31706,33200,30112,31528,30652,29179,30852,29682,31391
7호선,2746,대림(구로구청),하차,29981,26267,31313,30956,32336,29849,31024,29617,28451,30314,28913,30596
7호선,2747,남구로,승차,48736,41232,50360,50755,51847,48946,50227,47976,46812,51853,49039,51302
7호선,2747,남구로,하차,49516,42203,51568,51705,52664,49609,51490,49104,47882,52327,49828,51716
7호선,2748,가산디지털단지,승차,57934,48469,59806,58120,58910,53571,55540,52859,49965,59067,57411,57365
7호선,2748,가산디지털단지,하차,53949,45091,55523,54172,54869,49645,51751,49441,46800,55304,53519,53742
7호선,2749,철산,승차,80795,68992,84268,85666,89003,84232,86053,83531,79318,89970,85559,89069
7호선,2749,철산,하차,81186,68803,84721,85729,89206,84652,85938,83576,79371,90592,85643,89470
7호선,2750,광명사거리,승차,127092,109052,131705,132276,136992,129789,130444,129285,123590,135909,128042,133260
7호선,2750,광명사거리,하차,130656,111787,134645,135700,140333,132786,133792,132167,126526,138461,131325,136311
7호선,2751,천왕,승차,38453,33498,41166,41984,43919,41456,42083,41445,40709,44736,42642,42965
7호선,2751,천왕,하차,38534,34006,41332,41983,43743,41210,42055,41012,39979,44554,42473,42935
7호선,2752,온수(성공회대입구),승차,28531,24846,30660,31587,32620,30597,30870,30091,29032,32527,30763,31680
7호선,2752,온수(성공회대입구),하차,28586,24676,30905,31536,32345,30404,30725,29994,28796,32330,30610,31227
7호선,2753,까치울,승차,19179,16550,22032,26408,27884,25889,23504,21930,21549,26088,22343,22468
7호선,2753,까치울,하차,19579,16697,21851,25794,28016,26031,24065,22240,21921,26424,22673,22527
7호선,2754,부천종합운동장,승차,12714,10819,14761,28440,16401,15032,13938,13258,13687,15464,13752,13867
7호선,2754,부천종합운동장,하차,12514,10519,14299,28737,15751,14520,13315,12741,13216,14945,13389,13527
7호선,2755,춘의,승차,21285,18777,22785,24651,25711,24382,23623,22181,21749,24759,23339,23963
7호선,2755,춘의,하차,21089,18347,22214,24148,25508,23995,22900,21472,21102,23845,22560,23286
7호선,2756,신중동,승차,44470,37523,46145,47790,49783,45754,47112,44922,42646,49005,46460,48611
7호선,2756,신중동,하차,42940,36115,44398,46032,47891,44586,45962,43701,41418,47649,45014,47311
7호선,2757,부천시청,승차,39167,33601,41324,41728,43341,40736,42479,41191,38810,45341,42325,43697
7호선,2757,부천시청,하차,38009,32614,40623,40936,42482,39744,41534,40325,38167,44243,41388,42692
7호선,2758,상동,승차,39134,33169,42243,42666,43933,41084,41429,39571,38251,44788,43995,46186
7호선,2758,상동,하차,39693,33826,42658,43012,44325,41476,41893,40433,38795,45356,44204,46184
7호선,2759,삼산체육관,승차,19836,17006,21130,22013,23066,21072,21671,21055,20237,23571,21498,22258
7호선,2759,삼산체육관,하차,19153,16517,20432,21212,22483,20703,21063,20487,19532,22916,21108,21791
7호선,2760,굴포천,승차,27881,23981,29070,29390,29941,28695,28679,28679,27571,31282,30177,31042
7호선,2760,굴포천,하차,28461,24481,29328,29932,30403,29008,28949,29108,28053,31756,30805,31683
7호선,2761,부평구청,승차,22944,20272,24173,24952,25230,24476,25299,25377,23322,27012,25751,26693
7호선,2761,부평구청,하차,20628,18067,22008,22148,22751,21727,23224,23285,21487,24917,23800,24727
8호선,2811,암사,승차,81056,69451,84360,85681,87496,82899,85666,83095,79712,90504,84289,87869
8호선,2811,암사,하차,80793,69265,84210,84585,86140,81946,84725,82535,79223,89654,83979,87058
8호선,2812,천호(풍납토성),승차,75169,64381,78937,79552,80443,76031,77374,76311,71743,80029,75500,79550
8호선,2812,천호(풍납토성),하차,67612,58839,72287,72415,73927,69623,70602,69088,65083,73082,69642,74131
8호선,2813,강동구청,승차,53956,45423,54760,55398,58178,54693,55981,53615,52193,59290,56716,59611
8호선,2813,강동구청,하차,54925,46296,55731,56072,58751,55245,56792,54519,53116,60650,57507,61023
8호선,2814,몽촌토성(평화의문),승차,32946,28888,35542,36308,36301,32449,29866,27069,30798,33384,31808,31090
8호선,2814,몽촌토성(평화의문),하차,33146,28685,34859,35948,35841,31768,29191,26488,29957,32719,31088,30584
8호선,2815,잠실(송파구청),승차,57819,49605,60011,65280,61509,59932,64119,65422,56760,62483,61275,67215
8호선,2815,잠실(송파구청),하차,54916,47385,57753,62189,59214,57104,60968,61796,54024,60486,59132,64799
8호선,2816,석촌,승차,44909,38373,46644,49908,48843,45161,46828,44884,42552,48282,45927,47147
8호선,2816,석촌,하차,49060,41705,50534,55384,53082,48547,50294,47713,45842,52118,49488,50260
8호선,2817,송파,승차,36673,34665,47906,52637,56239,53692,54448,51380,51015,57166,54182,55418
8호선,2817,송파,하차,36376,34589,47691,51775,55103,52621,53351,49874,49796,55585,52760,54211
8호선,2818,가락시장,승차,53552,42281,51123,51117,52270,49629,50185,49014,51534,55852,55150,56903
8호선,2818,가락시장,하차,55619,43391,53163,53582,53799,51228,51283,50494,53494,57421,56580,58456
8호선,2819,문정,승차,44207,37200,46157,46834,47268,44367,45307,42526,42262,49044,47434,49281
8호선,2819,문정,하차,44245,37455,46396,46853,47580,44278,44933,42206,42074,49006,47293,49419
8호선,2820,장지,승차,58252,51589,63143,63370,65947,62505,63154,59467,58302,66066,63962,65872
8호선,2820,장지,하차,55662,49360,60094,60157,63296,60000,60440,57076,55758,62554,60685,62954
8호선,2821,복정,승차,38728,32505,41852,43213,43702,41251,40959,37825,38164,44894,42162,41650
8호선,2821,복정,하차,35483,29216,37431,38662,39722,37082,36237,33812,34373,40462,37985,37497
8호선,2822,산성,승차,26581,22883,28222,28498,30184,28856,28218,27551,27080,30623,28533,27434
8호선,2822,산성,하차,28813,24788,30695,31133,32694,31646,31199,30102,29477,33774,31156,29632
8호선,2823,남한산성입구(성남법원.검찰청),승차,62364,52377,64767,66311,68833,64391,64503,61936,60782,71122,66376,65860
8호선,2823,남한산성입구(성남법원.검찰청),하차,60432,51232,62589,63848,66135,61887,61457,59347,57909,68297,63377,63497
8호선,2824,단대오거리,승차,53825,44892,55084,56706,60328,54826,55678,52823,50896,58641,55475,57493
8호선,2824,단대오거리,하차,52254,43571,53479,54948,58197,52850,54262,51216,48808,56137,53611,55667
8호선,2825,신흥,승차,34972,28984,34837,34761,36554,35816,37351,36267,33123,36190,36751,38907
