호선,역번호,역명,구분,1월,2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월
2호선,234,신도림,승차,170677,149359,186031,185195,187965,181349,181654,178325,168816,193394,182970,191782
2호선,234,신도림,하차,162190,142672,177872,176243,179086,172763,172707,169103,160264,184646,174397,183464
2호선,235,문래,승차,71517,60859,74224,75397,76656,73240,76142,70583,69056,77839,76014,76213
2호선,235,문래,하차,70621,59801,73253,74276,75602,72348,74557,69501,68219,77479,75058,75513
2호선,236,영등포구청,승차,84213,69948,86668,86575,87868,82614,86889,80649,79810,90461,85818,89258
2호선,236,영등포구청,하차,82373,68361,84923,85103,86151,80884,84772,78665,78099,88998,84344,87711
2호선,237,당산,승차,53820,47927,59974,62574,61854,59342,59428,55646,55403,59952,54693,55433
2호선,237,당산,하차,57985,51653,64293,67124,66380,63159,63490,59493,59293,64276,58915,60011
2호선,238,합정,승차,57630,49941,62269,63341,63742,60989,59761,57511,58053,67764,64870,63473
2호선,238,합정,하차,57853,49908,62388,63365,64231,60988,60314,57848,58362,67145,62638,62922
2호선,239,홍대입구,승차,87431,75021,92183,92056,94479,88458,89880,85076,82820,94940,89250,91356
2호선,239,홍대입구,하차,84320,72321,89048,88531,91462,86003,87225,82924,80529,91780,86341,88688
2호선,240,신촌,승차,118330,99777,120905,121324,124105,117632,120059,113298,109517,124906,118638,125507
2호선,240,신촌,하차,116595,98527,120087,120486,123614,116959,118886,112434,108541,123264,116461,124221
2호선,241,이대,승차,47048,44359,56684,58117,58782,53953,55607,45567,51455,57085,56692,54999
2호선,241,이대,하차,47398,45062,56698,58949,59565,54650,56266,46100,52625,58840,58075,56231
2호선,242,아현,승차,54366,46351,57439,57960,60045,56564,56909,54441,53575,59436,55926,56861
2호선,242,아현,하차,54611,46660,57323,57832,59908,56219,56704,54134,52889,58728,55877,56410
2호선,243,충정로(경기대입구),승차,41036,35591,43589,43070,44236,41342,41008,41058,40654,45139,43240,42691
2호선,243,충정로(경기대입구),하차,40786,35295,43780,43085,44282,41641,40950,40499,40624,45254,43748,43001
2호선,244,용답,승차,13847,11747,14928,14961,15237,14678,14601,14308,14169,15469,15156,14837
2호선,244,용답,하차,13457,11468,14511,14357,14649,14044,14004,13739,13429,14965,14588,14503
2호선,245,신답,승차,8738,7316,9310,9107,9180,8532,8261,7884,7998,8938,8238,8456
2호선,245,신답,하차,9435,7889,10046,9666,9805,9215,9015,8650,8557,9729,9075,9220
2호선,246,신설동,승차,32388,28352,35384,31528,32095,31540,29151,29660,27608,31443,30592,31424
2호선,246,신설동,하차,34235,30061,36613,32734,33264,33447,31181,31703,30183,32908,32290,33609
2호선,247,도림천,승차,5420,4642,5755,6425,6494,6046,6264,6178,6027,6632,6412,5603
2호선,247,도림천,하차,6036,5141,6401,7075,7074,6641,6756,6555,6416,7267,6839,6207
2호선,248,양천구청,승차,38081,32939,41732,43202,44466,41693,41127,38513,39104,44762,42955,43318
2호선,248,양천구청,하차,39292,33958,42791,44174,45653,42754,42484,40179,40532,46299,44246,44937
2호선,249,신정네거리,승차,55427,47255,58740,61155,62393,59931,60264,59148,55741,63402,58978,60713
2호선,249,신정네거리,하차,56308,47969,59525,62774,64172,61914,62347,61138,57889,64504,60093,61851
2호선,250,용두(동대문구청),승차,21439,16831,20359,20306,20494,20098,20307,19916,20055,21728,20840,20405
2호선,250,용두(동대문구청),하차,22712,17625,21741,21894,21802,21545,21432,21050,21863,23131,22481,22244
3호선,309,지축,승차,7365,6497,8506,9519,10419,9975,9603,8904,8880,10862,9614,9528
3호선,309,지축,하차,9960,8754,11163,12098,12875,12161,11802,10665,10515,12756,11407,11486
3호선,310,구파발,승차,84600,75252,91083,98890,107793,101139,103272,104900,97193,111416,104029,107836
3호선,310,구파발,하차,79141,71048,85633,92800,102245,96770,98980,100568,92289,105732,98530,102310
3호선,311,연신내,승차,230345,196872,240229,242668,253832,238037,243340,237586,226941,257192,239664,251545
3호선,311,연신내,하차,225303,194034,234057,236756,247251,230767,236972,231406,220687,250669,233033,244705
3호선,312,불광,승차,128579,111868,136080,134462,140096,132891,134715,133312,125048,139525,133585,137037
3호선,312,불광,하차,141496,123033,150130,148952,154840,147219,148679,147437,139000,155157,147474,152222
3호선,313,녹번,승차,55334,49037,60403,60944,64385,60002,60691,58377,56765,65733,62240,62079
3호선,313,녹번,하차,54033,47921,59450,59910,62982,58656,59479,56958,56019,64649,61304,61361
3호선,314,홍제,승차,130556,111749,135162,136026,141128,130969,130980,126911,122845,140166,131472,133644
3호선,314,홍제,하차,129960,111562,135178,135668,139978,130225,130533,127141,122678,140026,131380,133592
3호선,315,무악재,승차,26052,22652,28057,28659,29403,27553,28268,27534,27077,30011,28439,27865
3호선,315,무악재,하차,27839,24532,30226,30939,31709,29732,30683,29654,28833,32123,30097,29790
3호선,316,독립문,승차,64466,55653,70942,73267,75841,68390,66511,65457,66383,75317,68332,66036
3호선,316,독립문,하차,64454,55692,71683,74397,76828,68558,66313,64603,66092,75079,68460,66340
3호선,317,경복궁(정부서울청사),승차,76000,65730,82373,89920,93147,78930,77242,81200,83760,163923,114751,101791
3호선,317,경복궁(정부서울청사),하차,69902,62979,76678,80697,85169,74659,73398,73399,77972,137888,101361,92975
3호선,318,안국,승차,78073,68692,88245,89574,94090,86984,89829,94177,92761,115377,104497,103278
3호선,318,안국,하차,82421,72417,92546,94380,98970,92061,95653,100161,98118,119896,112001,111657
3호선,319,종로3가,승차,53101,45707,54936,54303,56176,53086,55283,53557,50283,57048,53320,56098
3호선,319,종로3가,하차,59587,51967,61904,61303,62791,59772,61314,59204,56292,63996,59097,64403
3호선,320,을지로3가,승차,54127,43824,53964,52648,53446,50340,53041,50487,47510,54590,51897,55378
3호선,320,을지로3가,하차,52418,42903,52017,51284,52113,48581,51374,48571,45985,53289,50251,53420
3호선,322,동대입구,승차,30012,26844,33205,38367,38422,37446,31804,30062,32102,38965,36381,34675
3호선,322,동대입구,하차,32513,28802,36697,43514,42123,40106,33123,31179,34110,42664,40834,38240
3호선,323,약수,승차,73703,62561,75701,77341,79572,74866,76690,74138,71652,80264,75683,76930
3호선,323,약수,하차,70528,59869,73231,74413,76856,72351,74419,71626,68864,77317,72322,73666
3호선,324,금호,승차,49862,42529,51686,52573,54013,51145,52214,50125,49145,55184,51074,52439
3호선,324,금호,하차,49467,42481,50980,52086,53290,50570,51806,49689,48696,54648,50798,51409
3호선,325,옥수,승차,51440,44846,55515,57109,58486,55284,55774,53490,52597,60671,56008,55042
3호선,325,옥수,하차,52372,45675,56445,57959,59020,55822,56595,53888,52948,61126,56620,56074
3호선,326,압구정,승차,131825,113140,142216,141395,146040,136505,132082,124335,130837,151787,141399,144026
3호선,326,압구정,하차,130319,111214,140542,140974,145587,135036,130063,122324,129534,151056,140517,142514
3호선,327,신사,승차,63533,53220,64902,64918,67412,64307,66510,61883,59807,68849,67827,71079
3호선,327,신사,하차,60579,50772,62024,61929,64581,61650,63875,59584,57847,66720,65548,69062
3호선,328,잠원,승차,34009,29452,36338,37305,38438,35709,35817,33817,33595,39728,37362,37825
3호선,328,잠원,하차,33334,28560,35342,36078,37548,34775,34513,32879,32628,38379,36181,36706
3호선,329,고속터미널,승차,162523,143161,174954,172853,179586,172677,173082,175535,160307,185986,178180,190491
3호선,329,고속터미널,하차,154971,136268,166993,167226,172249,164122,164483,168967,153289,178269,172391,179443
3호선,330,교대(법원.검찰청),승차,63136,53437,67643,66830,66186,64343,64588,58414,61592,73909,67763,72218
3호선,330,교대(법원.검찰청),하차,38372,32544,40883,40468,40028,38644,38813,35457,36067,43403,39308,41071
3호선,331,남부터미널(예술의전당),승차,107606,93491,116153,117097,118362,109352,109363,104669,104691,123024,119669,122115
3호선,331,남부터미널(예술의전당),하차,108550,94141,117072,118344,119307,110621,110543,105974,105200,124247,121373,123025
3호선,332,양재(서초구청),승차,145682,123483,154675,154667,157269,148680,147821,139145,140375,165933,158291,168289
3호선,332,양재(서초구청),하차,145890,123937,155986,155530,159310,149580,148143,139558,141249,166546,158853,169090
3호선,333,매봉,승차,51658,43928,54330,56057,55550,52866,54491,50671,50890,57863,56223,58405
3호선,333,매봉,하차,47738,40864,50724,51984,50827,48446,49696,46289,46762,53546,51994,54641
3호선,334,도곡,승차,25074,21424,26233,26266,25965,24045,22966,21352,22843,28279,27451,29151
3호선,334,도곡,하차,21657,18452,23337,23965,23554,22056,20617,18583,20670,25031,24776,26927
3호선,335,대치,승차,57150,49005,59714,60406,60991,58433,59773,56114,55399,63247,60454,62289
3호선,335,대치,하차,55344,47631,57963,58453,58906,56411,57768,54062,53745,61192,58235,60176
3호선,336,학여울,승차,16050,12297,13136,17270,13856,13774,12368,13028,14525,14901,17348,14548
3호선,336,학여울,하차,15682,12189,13085,17373,13716,13722,12531,13026,14521,14670,17444,14248
3호선,337,대청,승차,43512,38138,46717,48466,48732,46114,50579,46113,45140,50901,51762,51044
3호선,337,대청,하차,42050,36708,44887,46802,46843,44027,48593,44026,43472,48716,49428,48709
3호선,338,일원,승차,53597,45186,56363,57498,58271,54882,57621,54182,53460,59661,58283,58507
3호선,338,일원,하차,54789,46527,58025,59080,60121,56366,59009,55499,54953,60903,59412,59797
3호선,339,수서,승차,79881,68946,85651,87967,90636,84550,85414,81297,81396,93228,89663,89142
3호선,339,수서,하차,78647,67956,83910,85968,88559,83621,84242,80470,80383,92245,88561,88356
3호선,340,가락시장,승차,68054,55686,68405,70341,71663,68170,68203,67159,66374,74478,71844,76454
3호선,340,가락시장,하차,66881,54498,67143,68534,70195,66927,66942,65431,65476,72519,70828,74798
3호선,341,경찰병원,승차,36458,30630,37782,37697,38631,36219,37165,36922,35672,39572,38064,40319
3호선,341,경찰병원,하차,37565,31591,38670,38809,39893,37278,38222,37657,36706,40544,39127,41332
3호선,342,오금,승차,24285,20944,25658,26312,26756,25357,25311,23755,23879,27027,25994,26609
3호선,342,오금,하차,22921,19819,24608,24967,25386,23882,23802,21936,22233,25547,24558,25085
4호선,409,당고개,승차,75173,65448,80747,81677,86492,80318,81991,82120,76865,88056,78943,79885
4호선,409,당고개,하차,74517,65290,80301,81356,85823,80004,81248,81182,76098,87029,78656,79466
4호선,410,상계,승차,91094,79190,98643,99365,102404,98084,98219,94614,92597,103687,97774,98662
4호선,410,상계,하차,90889,78915,97414,98339,101421,96672,97507,93811,91560,102041,95837,97625
4호선,411,노원,승차,73546,62999,77593,77106,80769,76952,76363,72546,70920,82069,76932,80617
4호선,411,노원,하차,71814,61302,75924,75856,79066,75014,74825,70274,69016,79535,74731,78436
4호선,412,창동,승차,165126,140148,169006,170182,181058,170406,171209,167813,163230,178808,169534,174511
4호선,412,창동,하차,171402,145478,175457,176494,187535,176837,178305,174843,170522,185181,177497,181994
4호선,413,쌍문,승차,140391,120651,147009,148611,153742,145712,146677,140045,134568,154695,146637,151405
4호선,413,쌍문,하차,138077,118556,144839,146550,151133,142683,143606,137944,132144,152052,144910,149466
4호선,414,수유(강북구청),승차,169816,144456,176325,178585,183584,173749,176630,172827,162895,183637,172274,180177
4호선,414,수유(강북구청),하차,170082,144963,177012,178913,184163,173817,177263,172991,162953,184104,172321,180785
4호선,415,미아(서울사이버대학),승차,98539,84327,102813,104379,108315,101145,100653,96899,95033,107567,99817,102118
4호선,415,미아(서울사이버대학),하차,98011,83714,102881,104889,107687,100278,99925,95923,94320,106520,99480,101872
4호선,416,미아사거리,승차,150532,128607,159494,161321,167336,156406,159725,156595,147996,167585,158237,165495
4호선,416,미아사거리,하차,150150,128280,159292,160420,166342,155892,159570,156719,147191,167236,157979,165336
4호선,417,길음,승차,104766,91092,111225,111377,114721,108480,109796,104407,101178,114715,107402,111523
4호선,417,길음,하차,106433,92538,112725,112472,115641,109439,110581,105261,101315,115235,107797,111418
4호선,418,성신여대입구(돈암),승차,76495,65715,80699,81899,84213,80657,81574,77472,74987,84037,80274,82853
4호선,418,성신여대입구(돈암),하차,76709,65637,80413,81389,83864,80935,81732,77192,73649,82960,78719,81909
4호선,419,한성대입구(삼선교),승차,65569,56578,69150,70294,74741,68547,68004,65234,65106,73548,68428,69759
4호선,419,한성대입구(삼선교),하차,65385,56878,69627,70709,74817,68326,67183,64444,64696,72871,67727,69868
4호선,420,혜화,승차,108077,90521,112951,115489,114766,108184,113102,103780,104222,119286,115260,117987
4호선,420,혜화,하차,107780,90596,113053,116104,115074,108791,113804,103542,104593,119116,116227,118303
4호선,421,동대문,승차,122714,101760,139642,142618,150301,137243,138860,120869,114957,142252,131820,132430
4호선,421,동대문,하차,114642,94416,127510,130607,138216,126337,128716,111555,107222,131407,121832,122683
4호선,422,동대문역사문화공원,승차,49819,42375,52708,51258,53853,51162,51572,48775,46205,55356,52361,57307
4호선,422,동대문역사문화공원,하차,44825,38554,48460,46202,48963,47012,47014,44014,41995,49549,47288,51299
4호선,423,충무로,승차,104023,90932,108798,111145,109955,107196,108568,102608,102111,115149,112397,117013
4호선,423,충무로,하차,104830,92018,109223,112064,111048,108716,109619,103393,102408,116088,112942,118462
4호선,424,명동,승차,57897,49392,62017,63265,62961,60681,57884,53719,56109,65869,64767,70335
4호선,424,명동,하차,59973,51228,63989,64727,65179,62637,59850,55096,57670,68208,66865,74540
4호선,425,회현(남대문시장),승차,172754,146377,202705,204135,218303,200395,197655,179392,159989,203044,182453,184563
4호선,425,회현(남대문시장),하차,171666,145403,201245,203116,218925,199785,197234,178738,159459,203685,181571,183528
4호선,426,서울역,승차,31330,27462,33708,33740,34648,32402,31677,31033,29605,34713,33018,34026
4호선,426,서울역,하차,39049,35024,44368,44592,45511,42100,39486,40017,38035,47892,43270,43735
4호선,427,숙대입구(갈월),승차,45070,37649,47292,47448,48839,46452,46638,44227,43795,49195,46191,47698
4호선,427,숙대입구(갈월),하차,41975,35061,44018,44394,45650,43597,43933,41222,40964,46117,43328,45084
4호선,428,삼각지,승차,22942,19158,24212,23561,23063,23387,22265,20850,21194,24260,23236,24460
4호선,428,삼각지,하차,24237,20117,25447,24859,24631,25472,23556,21882,22580,26135,25385,26643
4호선,429,신용산,승차,40062,34168,42032,42613,43900,40624,41404,39736,38519,44363,42455,43847
4호선,429,신용산,하차,40047,34099,41585,42876,43843,40777,41103,39881,38571,45087,42772,43838
4호선,430,이촌(국립중앙박물관),승차,41954,37399,42704,44496,50220,47069,43545,41518,41912,47743,43580,44033
4호선,430,이촌(국립중앙박물관),하차,45485,40558,46790,48321,54002,50136,47154,44141,44601,51152,46963,47638
4호선,431,동작(현충원),승차,16665,14848,18174,21518,22285,26006,19519,18183,19086,22450,19180,17732
4호선,431,동작(현충원),하차,17098,14734,18165,22244,22333,27503,19461,18006,19092,22748,19206,17638
4호선,432,총신대입구(이수),승차,133738,113785,140199,143740,144776,138122,140027,134304,132645,150391,141232,147774
4호선,432,총신대입구(이수),하차,140446,119625,146698,149911,151016,144386,147377,141434,139179,157369,147856,154969
4호선,433,사당,승차,79911,69191,86743,85860,87269,85178,83602,79975,78997,91177,84654,93144
4호선,433,사당,하차,82743,71768,89991,89706,89451,88796,84673,80325,80676,93585,87716,99325
4호선,434,남태령,승차,7159,6452,7934,7930,8475,7630,7483,7501,7215,8294,7542,7677
4호선,434,남태령,하차,6591,5777,7200,7302,7861,7020,7179,6916,6825,7649,7079,7199
5호선,2511,방화,승차,37835,33081,39788,41048,42628,41147,41546,40779,38614,44730,41183,42397
5호선,2511,방화,하차,36901,32199,38897,40003,41273,39264,40066,39447,37233,43184,39920,41258
5호선,2512,개화산,승차,26430,22861,28215,28807,30382,28631,28295,27378,26907,30671,28418,29222
5호선,2512,개화산,하차,25544,22299,27761,28621,30180,28617,27864,26511,26475,29816,27617,28466
5호선,2513,김포공항,승차,23265,20236,24830,24275,25100,23624,26132,33340,23758,29469,26900,28243
5호선,2513,김포공항,하차,23728,20628,25703,24582,25217,23969,26546,33676,24805,37561,31610,32454
5호선,2514,송정,승차,50059,42875,54023,56490,58832,55740,55857,53964,52043,50631,46095,46708
5호선,2514,송정,하차,50179,43577,54337,56896,59686,56723,56713,54907,52546,49196,44366,44994
5호선,2515,마곡,승차,19820,16784,21068,22177,24659,21973,22175,20500,20840,24240,22715,23210
5호선,2515,마곡,하차,19132,16180,20493,21651,23667,20908,21078,19356,20129,23480,21911,22476
5호선,2516,발산,승차,54784,49730,64607,66682,69745,65800,66727,64273,63475,75878,71786,75775
5호선,2516,발산,하차,52851,47611,62031,64191,67350,63768,65045,62958,61167,73006,69204,73678
5호선,2517,우장산,승차,73339,63730,80130,80235,82272,78206,80816,77541,75272,87207,81815,84544
5호선,2517,우장산,하차,76649,66675,83619,83860,85741,81719,84248,80821,78840,90710,85306,87981
5호선,2518,화곡,승차,116454,99933,123345,125216,130156,121611,122818,118411,114128,130084,121531,127974
5호선,2518,화곡,하차,112348,96099,118425,120348,124990,116802,117062,112977,108960,124421,116130,122410
5호선,2519,까치산,승차,127676,109961,134253,136559,140874,132454,133860,130020,125227,142318,134777,139558
5호선,2519,까치산,하차,129502,111143,135547,138720,142349,134078,135793,131356,126245,143049,136237,140531
5호선,2520,신정(은행정),승차,48037,40298,48646,43584,45020,42269,42404,41518,39924,48167,48126,50842
5호선,2520,신정(은행정),하차,47602,40492,49593,39918,40776,38135,37557,36706,35523,45321,46379,48754
5호선,2521,목동,승차,71668,61481,76120,77552,78953,73400,74486,71004,69158,80392,74871,77718
5호선,2521,목동,하차,72905,62689,76793,80324,82707,76893,78470,74273,72223,82293,76170,79430
5호선,2522,오목교(목동운동장앞),승차,69326,59859,72338,73413,75965,72086,73901,70181,66678,77539,74787,78875
5호선,2522,오목교(목동운동장앞),하차,68839,59414,71964,72531,75401,72075,73783,70220,66516,77261,74752,78581
5호선,2523,양평,승차,23217,19922,24382,25177,25851,23817,24784,23322,22842,25480,24293,25231
5호선,2523,양평,하차,22941,19615,23840,24713,25273,23372,24417,23091,22391,24963,23744,25018
5호선,2524,영등포구청,승차,16516,13954,16934,17630,17789,16428,17015,15609,15524,17847,16973,17340
5호선,2524,영등포구청,하차,16487,13917,16960,17346,17783,16323,16627,15508,15559,17856,17138,17179
5호선,2525,영등포시장,승차,68066,57226,70142,67994,72158,69308,68206,65150,64183,76378,70501,74294
5호선,2525,영등포시장,하차,70072,59345,72032,70229,74523,71726,71416,67878,66731,78436,72640,76522
5호선,2526,신길,승차,8923,7733,9274,9187,9258,8900,8902,8503,8024,9726,9359,9463
5호선,2526,신길,하차,9908,8407,10071,9977,9910,9426,9441,8895,8577,10545,9876,10268
5호선,2527,여의도,승차,40357,33832,42126,46178,43355,40797,42268,40581,39268,47613,44638,46183
5호선,2527,여의도,하차,38957,32397,40663,46044,41740,39299,40362,38258,37066,46590,43564,45315
5호선,2528,여의나루,승차,20381,18633,23828,36520,26531,25859,23829,23638,23124,27518,23989,23497
5호선,2528,여의나루,하차,19480,17846,23096,38278,25663,25098,23193,23081,22521,27390,23105,22680
5호선,2529,마포,승차,55270,47394,57087,58093,59911,55532,56796,54392,52723,60592,57784,60350
