지하철역,호선명,04시-05시 승차인원,04시-05시 하차인원,05시-06시 승차인원,05시-06시 하차인원,06시-07시 승차인원,06시-07시 하차인원,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,09시-10시 승차인원,09시-10시 하차인원,10시-11시 승차인원,10시-11시 하차인원,11시-12시 승차인원,11시-12시 하차인원,12시-13시 승차인원,12시-13시 하차인원,13시-14시 승차인원,13시-14시 하차인원,14시-15시 승차인원,14시-15시 하차인원,15시-16시 승차인원,15시-16시 하차인원,16시-17시 승차인원,16시-17시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원,21시-22시 승차인원,21시-22시 하차인원,22시-23시 승차인원,22시-23시 하차인원,23시-24시 승차인원,23시-24시 하차인원,00시-01시 승차인원,00시-01시 하차인원,1시이후 승차,1시이후 하차,총 이용객,유임승차인원,무임승차인원,유임하차인원,무임하차인원,주소,위도,경도
신도림,1호선,437.1333333333333,3.1666666666666665,2276.1833333333334,605.65,3400.266666666667,2261.333333333333,10205.0,6772.133333333333,12532.466666666667,15711.433333333332,6616.233333333334,6665.4,4548.316666666667,4611.0,4275.633333333333,4271.883333333333,4732.666666666667,4539.366666666667,4923.016666666666,4965.916666666667,4749.35,4661.566666666667,4925.833333333333,5378.566666666667,5645.85,6021.25,8123.016666666666,8171.35,14052.833333333334,12556.9,6571.783333333334,9229.533333333333,4955.416666666667,5248.716666666666,5089.833333333333,4954.333333333333,3606.783333333333,4354.416666666667,1443.4,2712.15,46.96666666666667,1509.2,0.5833333333333334,9.25,430279.58333333326,91083.3,22075.266666666663,90771.61666666668,24442.9,서울 구로구 신도림동 460-26,37.508908482648,126.891312500851
신설동,1호선,290.8833333333333,15.183333333333334,8839.866666666667,2403.3166666666666,9483.166666666666,8498.316666666668,19098.316666666666,25667.783333333333,26906.75,67474.66666666667,19919.05,37784.93333333333,18129.716666666667,23375.116666666665,20666.566666666666,21049.55,22171.166666666668,20695.25,24423.116666666665,21663.85,24139.983333333334,20302.166666666668,26338.616666666665,20904.516666666663,30410.63333333333,21111.25,40291.95,25377.13333333333,61935.95,28300.266666666663,27167.416666666668,22119.283333333333,17449.683333333334,14587.983333333334,15927.85,13986.233333333334,11425.55,13451.566666666668,4639.216666666666,9257.566666666668,387.6333333333333,2011.6166666666663,2.433333333333333,22.416666666666668,1052011.9833333332,317290.05,112755.46666666666,311940.7166666667,108119.25,서울 동대문구 신설동 76-5,37.5760299683175,127.024456700382
신이문,1호선,1310.8,10.833333333333334,8939.766666666666,1491.6833333333334,15051.05,3150.2833333333333,39813.11666666667,4530.8,43134.316666666666,8536.883333333333,24407.616666666665,5448.466666666666,16657.9,5880.066666666667,13947.733333333334,6788.216666666666,13796.05,8188.55,13279.616666666669,9253.716666666667,11225.55,10423.133333333331,10432.65,13543.783333333333,10149.016666666666,16589.75,10241.983333333334,20905.0,10181.866666666669,30629.0,6966.15,28070.716666666667,4532.05,17969.583333333332,3507.5333333333333,15650.916666666666,2556.9333333333334,15907.666666666666,1142.9666666666667,9876.6,76.13333333333334,2201.1666666666665,0.15,7.533333333333333,698311.7999999999,198675.6,62675.35,173593.75,61460.6,서울 동대문구 이문동 7,37.6017816437084,127.067398003775
영등포,1호선,3713.983333333333,58.65,18843.783333333333,6636.316666666667,18205.88333333333,24505.4,39617.73333333333,61267.26666666667,58022.76666666667,130146.76666666666,41658.01666666667,96058.4,38666.16666666666,73703.25,44101.15,80231.56666666667,53642.0,86119.71666666666,60366.13333333333,94532.23333333334,68620.01666666666,87323.88333333333,82322.73333333334,85558.48333333334,96723.73333333334,86774.66666666667,115835.95,97517.06666666668,162749.7,129267.33333333331,106990.06666666668,92515.86666666668,111534.35,47354.46666666667,90033.01666666666,37878.35,70700.0,31529.7,30274.733333333334,17198.5,914.75,4322.7,2.85,16.1,2885962.7000000016,1068134.2333333334,245405.28333333333,1125746.683333333,244770.0,서울 영등포구 영등포동 618,37.5156836953862,126.90787602747
오류동,1호선,513.7833333333333,3.2666666666666666,11601.233333333334,2180.766666666667,17410.566666666666,5899.983333333334,49480.18333333333,6729.1,48995.9,13102.216666666667,27589.966666666667,10855.85,19875.233333333334,10895.833333333334,17663.766666666666,10150.366666666669,19815.966666666667,11941.766666666666,18413.816666666666,13369.65,15442.516666666666,14383.25,15383.25,17309.35,16382.966666666667,20719.0,17130.983333333334,25891.45,17287.666666666668,40069.53333333333,10258.383333333331,38469.36666666667,7923.883333333333,23285.4,6885.133333333333,21675.266666666663,5210.916666666667,19096.366666666665,2123.016666666667,12516.983333333334,117.15,2331.8166666666666,0.0833333333333333,2.683333333333333,868292.1333333332,260752.6833333333,84753.68333333333,238226.05,82653.21666666666,서울 구로구 오류동 66,37.49439720933549,126.84480744815397
온수(성공회대입구),1호선,213.1833333333333,2.6,5098.883333333333,1424.75,8311.1,4515.55,22486.55,10038.733333333334,22662.116666666665,14798.933333333332,14319.083333333334,8791.133333333333,10853.75,6803.733333333334,10647.266666666666,6624.1,12274.366666666669,7560.366666666667,11360.45,7942.066666666667,10055.616666666669,8318.233333333334,10673.416666666666,9402.0,13565.883333333331,11388.333333333334,13867.6,13899.8,12770.5,21584.616666666665,6834.483333333334,20426.116666666665,5218.7,12501.083333333334,5413.8,11612.433333333332,3887.0,10719.016666666666,2199.233333333333,6852.05,189.58333333333331,1387.3166666666666,0.2,1.95,601404.1833333332,159230.05,43672.71666666667,153681.96666666667,42912.95,서울 구로구 온수동 119,37.4919675365056,126.823847928009
외대앞,1호선,600.5666666666667,7.183333333333334,6080.5,1589.5666666666666,9600.183333333332,4109.65,22963.0,5250.7,28990.18333333333,19267.366666666665,18672.43333333333,12512.683333333332,13965.5,14136.45,14209.333333333334,13012.733333333334,15421.9,13888.633333333331,16185.833333333334,12480.233333333334,16036.333333333334,14280.9,17325.316666666666,14214.3,19014.7,16219.666666666666,22032.666666666668,20194.416666666668,18552.85,26896.783333333333,12554.0,24802.766666666663,10490.25,16464.866666666665,11000.283333333333,15567.716666666667,9097.733333333334,16051.666666666666,4599.3,12144.233333333334,244.85,2981.333333333333,0.25,11.95,765630.2666666665,240068.4,47569.566666666666,228835.53333333333,47250.26666666667,서울 동대문구 이문동 360-5,37.596274142656114,127.06369251145765
용산,1호선,415.98333333333335,13.283333333333331,4784.916666666667,5454.55,5625.25,37005.083333333336,20261.716666666667,72627.45,31337.066666666666,143561.58333333334,36485.48333333333,101253.16666666669,31444.766666666663,74731.58333333333,43054.66666666666,65703.73333333334,45245.86666666667,65098.316666666666,54891.71666666667,67942.86666666667,53239.88333333333,66126.0,78004.73333333334,66177.35,83984.16666666667,65702.88333333333,109179.91666666669,66576.13333333333,150047.66666666666,77516.45,99804.83333333331,53941.9,91172.38333333332,36569.26666666667,83927.03333333334,27588.866666666665,55513.21666666667,17566.25,22709.95,6590.483333333334,1088.6833333333334,2072.3,1.8833333333333333,5.45,2423953.2333333334,982151.4,120070.38333333332,1000560.3833333332,119264.56666666668,서울 용산구 한강로3가 40-999,37.5300763645794,126.964824061815
월계,1호선,670.0333333333333,10.2,5088.583333333333,1369.8666666666666,7560.766666666666,2742.45,19097.733333333334,7221.783333333334,19389.816666666666,10615.916666666666,13272.7,11616.583333333334,10776.25,7292.85,10026.316666666668,6052.15,10731.633333333331,7675.966666666666,10466.75,8880.316666666668,9203.2,7966.016666666666,10095.7,8911.233333333334,13238.166666666666,11207.116666666669,12533.65,12854.966666666667,10354.883333333331,16915.666666666668,6204.516666666666,15457.366666666669,4661.633333333333,9507.033333333333,4336.05,8149.516666666666,3585.8,7548.983333333334,1236.2833333333333,4893.533333333334,105.73333333333332,1262.2833333333333,0.0333333333333333,0.3166666666666666,552694.8500000001,128196.23333333334,54440.0,116210.5,51941.61666666667,서울 노원구 월계동 263-7,37.6332775453974,127.058857087601
제기동,1호선,342.6,4.933333333333334,4773.416666666667,2235.7833333333333,8607.733333333334,8823.6,22026.15,19137.116666666665,31665.983333333334,45173.7,23624.866666666665,38945.333333333336,26252.83333333333,40545.75,34337.583333333336,48314.6,40568.7,51405.65,44678.25,54139.78333333333,49151.28333333333,50860.66666666666,54519.76666666667,43945.2,53506.46666666667,34508.96666666667,47872.13333333333,28379.35,44606.35,27565.666666666668,22947.816666666666,20924.85,14238.616666666669,12812.05,11054.0,11542.583333333334,7830.8,10807.333333333334,3167.583333333333,7058.266666666666,201.13333333333333,1414.1666666666667,2.85,10.333333333333334,1306439.1,256471.61666666667,289505.3,249958.55,308597.13333333336,서울 동대문구 제기동 65,37.57817349658033,127.03494949507864
종각,1호선,100.36666666666666,2.4833333333333334,3658.95,4577.55,4156.383333333333,25956.516666666663,6577.65,96553.01666666666,10981.733333333334,245663.36666666667,13709.1,142306.86666666667,18738.25,66979.33333333333,28993.88333333333,60804.86666666667,35970.316666666666,56820.2,48101.66666666666,59411.6,56264.3,50678.2,68599.06666666667,44485.86666666667,78080.68333333333,44593.05,123205.03333333334,51065.23333333333,215257.3333333333,64771.18333333333,109861.48333333334,40384.78333333333,92254.18333333332,16178.133333333331,106804.43333333332,10342.55,84215.28333333334,7163.65,36046.28333333333,4701.75,3196.8166666666666,1074.5666666666666,53.8,13.966666666666669,2441262.2333333334,1004694.05,140132.95,963347.4833333332,131181.25,서울 종로구 종로1가 54,37.570227990912244,126.98315081716676
종로3가,1호선,174.13333333333333,14.45,4692.65,2759.6666666666665,4007.6666666666665,12765.266666666666,5876.0,27218.38333333333,9710.166666666666,76602.23333333334,13640.666666666666,84741.05,22867.366666666665,71289.53333333334,35947.833333333336,74024.43333333333,47128.78333333333,74455.16666666667,58727.48333333333,74931.93333333333,64716.18333333333,67156.51666666666,72874.11666666667,55708.65,80076.8,48018.41666666666,87624.85,45291.066666666666,110727.56666666668,49068.1,78057.53333333334,29746.08333333333,57180.53333333333,12443.166666666666,62497.18333333333,9043.733333333334,50604.18333333333,6960.3,20183.166666666668,4807.783333333334,2142.5333333333333,1915.25,24.216666666666665,37.73333333333333,1920387.033333334,565787.05,323694.56666666665,527082.0833333334,301916.8333333333,서울 종로구 종로3가 10-5,37.570420844523,126.992153252476
