호선명,지하철역,사용월,04시-05시 승차인원,04시-05시 하차인원,05시-06시 승차인원,05시-06시 하차인원,06시-07시 승차인원,06시-07시 하차인원,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,09시-10시 승차인원,09시-10시 하차인원,10시-11시 승차인원,10시-11시 하차인원,11시-12시 승차인원,11시-12시 하차인원,12시-13시 승차인원,12시-13시 하차인원,13시-14시 승차인원,13시-14시 하차인원,14시-15시 승차인원,14시-15시 하차인원,15시-16시 승차인원,15시-16시 하차인원,16시-17시 승차인원,16시-17시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원,21시-22시 승차인원,21시-22시 하차인원,22시-23시 승차인원,22시-23시 하차인원,23시-24시 승차인원,23시-24시 하차인원,00시-01시 승차인원,00시-01시 하차인원,1시이후 승차,1시이후 하차,총 이용객
1호선,금정,201906.5,321.71666666666664,5.616666666666666,23213.25,6685.6,34985.45,20359.4,85541.68333333333,41242.183333333334,88132.91666666667,85244.65,52496.23333333333,30441.933333333334,36692.38333333333,21124.783333333333,33079.73333333333,21417.166666666668,34176.4,23592.8,32546.75,25666.616666666665,28731.25,28129.0,29536.583333333332,32949.9,35349.35,40660.35,52218.5,55994.23333333333,72974.1,84329.3,35329.1,74572.6,27936.033333333333,47109.066666666666,25751.483333333334,46688.916666666664,19380.9,41515.583333333336,8607.633333333333,29057.066666666666,873.3,9685.4,4.016666666666667,480.76666666666665,1726738.2000000004
1호선,금천구청,201906.5,687.5333333333333,4.266666666666667,10650.816666666668,1619.1833333333334,18826.816666666666,6605.3,46120.23333333333,14967.566666666668,43286.05,29051.0,25230.383333333335,11699.4,18105.35,9318.0,16234.716666666667,9830.933333333332,16443.9,11703.133333333333,15641.9,13054.966666666667,13628.7,13948.383333333333,13757.666666666666,16799.05,15244.533333333333,20131.75,18244.066666666666,25369.583333333332,25964.1,39892.35,12555.316666666668,34353.3,8735.216666666667,19487.8,7489.616666666667,18883.8,5495.583333333333,16266.933333333332,1879.0166666666667,10432.866666666667,56.6,919.9833333333333,0.06666666666666667,1.1666666666666667,860525.4000000001
1호선,남영,201906.5,85.8,4.6,2739.616666666667,1154.1333333333334,4776.733333333334,7378.1,12478.783333333333,22498.933333333334,17879.983333333334,60659.85,11716.7,32383.9,10287.133333333333,15210.333333333334,11292.216666666667,12854.6,12340.35,12531.366666666667,13235.866666666667,13214.566666666668,13808.85,12020.416666666666,16343.65,12147.45,21133.8,13253.933333333332,26491.116666666665,16395.366666666665,48527.46666666667,22789.366666666665,21265.783333333333,17030.2,15373.483333333334,11017.833333333334,15080.5,10311.966666666667,12055.916666666666,9857.866666666667,5406.233333333334,6003.833333333333,277.3833333333333,1086.9333333333334,0.45,2.716666666666667,804312.5833333333
1호선,노량진,201906.5,433.05,5.966666666666667,5526.116666666667,1906.7333333333333,7898.9,8173.6,20168.166666666668,17274.616666666665,28805.633333333335,27191.6,16768.333333333332,18155.033333333333,13187.683333333332,12335.95,13824.766666666666,12970.366666666667,16123.95,15531.816666666668,19752.416666666668,17140.266666666666,17773.983333333334,14569.55,17881.05,15790.333333333334,19820.916666666668,18325.0,24153.166666666668,25110.666666666668,29298.45,39775.55,18753.416666666668,27507.75,18646.15,16554.083333333332,22892.466666666667,15022.85,26234.266666666666,13368.283333333333,9102.283333333333,8698.466666666667,399.5,1753.2,0.48333333333333334,5.683333333333334,876519.0166666665
1호선,녹양,201906.5,312.6666666666667,1.9833333333333334,4984.2,823.6666666666666,9432.616666666667,2753.116666666667,18219.466666666667,4495.5,16322.533333333333,8947.0,10379.5,4841.233333333334,8567.183333333332,3832.2166666666667,7620.75,4130.0,7518.2,4879.233333333334,7103.733333333334,5414.383333333333,6216.133333333333,5253.15,6308.533333333334,6613.833333333333,6420.85,8096.966666666666,7966.566666666667,9638.266666666666,8713.733333333334,13924.716666666667,4693.616666666667,13789.883333333333,3137.7166666666667,9837.2,2609.116666666667,7365.183333333333,1977.05,8095.483333333334,819.2833333333333,5400.783333333334,58.233333333333334,1775.6,0.0,0.9333333333333333,471198.5166666667
1호선,녹천,201906.5,956.3333333333334,9.05,4653.716666666666,863.5666666666667,8299.833333333334,1747.1166666666666,22024.883333333335,3872.45,19926.05,5093.916666666667,12477.233333333334,3027.9166666666665,8888.433333333332,3505.65,7591.516666666666,3491.2166666666667,8259.183333333332,4375.033333333334,7014.083333333333,4469.916666666667,6010.033333333334,4996.55,5705.6,6199.283333333334,6694.116666666667,7990.416666666667,6483.083333333333,9334.383333333333,5711.283333333334,13939.883333333333,3643.15,13883.1,2401.366666666667,8756.783333333333,2163.3333333333335,7745.95,1578.6,7129.033333333334,598.1166666666667,5091.75,85.95,1343.4333333333334,0.03333333333333333,0.18333333333333332,459939.0166666667
1호선,당정,201906.5,24.033333333333335,0.6833333333333333,3648.7166666666667,1012.9,10332.1,3277.7166666666667,26789.966666666667,9077.7,23478.166666666668,18182.2,13009.633333333333,8575.383333333333,9410.1,5928.933333333333,8899.05,5177.7,9560.366666666667,6306.5,9096.783333333333,6437.966666666666,8040.333333333333,6548.133333333333,8528.533333333333,7648.033333333334,9783.216666666667,9588.366666666667,13144.983333333334,12921.083333333334,16521.65,19174.133333333335,7573.95,19556.65,6005.633333333333,13410.2,5033.166666666667,12377.166666666666,4008.7,11638.166666666666,1626.35,8037.7,97.95,1491.1166666666666,0.016666666666666666,0.15,582888.4833333332
1호선,대방,201906.5,481.5833333333333,5.933333333333334,5933.833333333333,2556.7166666666667,11582.0,11105.35,31690.883333333335,35403.333333333336,42144.916666666664,53836.083333333336,24665.35,26665.466666666667,18348.633333333335,14819.283333333333,17427.716666666667,13140.85,19049.55,14502.0,20103.55,16622.633333333335,18728.35,15256.85,20048.683333333334,16461.0,21802.366666666665,19159.666666666668,32515.15,25269.583333333332,48723.7,38416.816666666666,21290.633333333335,29115.416666666668,15481.383333333333,19903.483333333334,14968.666666666666,19455.15,11955.283333333333,17643.083333333332,3518.883333333333,11020.866666666667,131.6,2253.7166666666667,0.21666666666666667,6.266666666666667,1005118.9833333333
1호선,덕계,201906.5,2.85,0.16666666666666666,2029.5333333333333,552.4333333333333,6039.983333333334,2219.05,10617.333333333334,2335.6833333333334,9856.133333333333,3681.3166666666666,5097.966666666666,2023.7,4267.066666666667,1699.5333333333333,3696.4333333333334,1693.5333333333333,3490.6,2244.116666666667,3204.5833333333335,2022.1666666666667,2795.1,2476.516666666667,2841.8,3084.616666666667,3512.2166666666667,4411.8,3810.883333333333,4968.666666666667,3456.55,6369.733333333334,1673.95,6839.216666666666,1133.15,5055.9,747.5,3729.8,541.6333333333333,3209.4333333333334,230.58333333333334,2820.5833333333335,12.166666666666666,733.4333333333333,0.016666666666666666,0.75,333136.68333333335
1호선,덕정,201906.5,1.15,0.0,3781.55,1265.3166666666666,9132.833333333334,4860.066666666667,21841.366666666665,9460.3,22206.5,17168.8,11773.333333333334,9141.85,10260.516666666666,6078.65,10120.75,6024.2,10409.533333333333,7628.9,9890.266666666666,6654.116666666667,8578.1,6872.316666666667,9609.916666666666,7832.2,11078.066666666668,11502.683333333332,13571.766666666666,13700.7,13779.433333333332,15112.066666666668,6845.516666666666,17036.866666666665,4691.633333333333,11965.5,3720.1833333333334,10141.216666666667,2556.35,8197.766666666666,1330.55,7742.8,144.41666666666666,1721.95,0.26666666666666666,2.35,567341.1166666667
1호선,도봉,201906.5,215.56666666666666,6.5,7365.283333333334,1177.7,10090.916666666666,3494.2,20403.866666666665,3999.6666666666665,20230.316666666666,10497.316666666668,13831.116666666667,8301.4,11255.316666666668,7914.983333333334,10614.666666666666,6690.516666666666,10116.75,7637.333333333333,10382.683333333332,8338.116666666667,9907.483333333334,9121.983333333334,9670.966666666667,10413.15,9559.3,12380.766666666666,10096.916666666666,13317.233333333334,10801.55,17206.216666666667,5482.1,16878.8,3618.25,10135.433333333332,2889.7,9414.8,2074.4333333333334,7833.433333333333,928.1833333333333,5111.733333333334,98.21666666666667,1487.7833333333333,0.11666666666666667,0.26666666666666666,552899.5333333334
1호선,도봉산,201906.5,191.95,3.4833333333333334,6359.216666666666,766.1166666666667,9668.45,2710.3,24611.583333333332,4201.883333333333,22620.0,7387.5,14964.483333333334,12126.316666666668,12189.966666666667,15995.35,12196.716666666667,13001.133333333333,14033.35,12127.55,16727.3,10596.166666666666,19116.833333333332,9899.983333333334,20540.283333333333,9306.716666666667,20634.483333333334,9139.35,18158.833333333332,9075.883333333333,14313.0,10330.016666666666,8864.85,9547.216666666667,5415.366666666667,5901.6,3807.3166666666666,5647.733333333334,2454.8166666666666,5283.616666666667,943.95,3939.65,109.11666666666666,1604.4333333333334,0.016666666666666666,0.6,608420.9833333334
1호선,도원,201906.5,621.4,17.5,2473.883333333333,1018.95,3565.483333333333,2100.133333333333,7477.3,6420.333333333333,6855.8,23525.066666666666,5165.433333333333,4801.616666666667,4829.816666666667,4551.266666666666,5296.0,4081.3333333333335,6764.466666666666,4422.716666666666,6376.066666666667,4907.883333333333,5354.2,4728.85,7124.216666666666,5212.533333333334,11714.683333333332,5988.983333333334,9704.25,6501.333333333333,8949.25,7018.0,3999.4333333333334,5973.25,3017.15,4202.783333333334,3109.3166666666666,3774.9333333333334,1402.45,3305.6833333333334,466.3,2471.5,30.033333333333335,1406.75,0.06666666666666667,1.95,412636.85
1호선,도화,201906.5,322.53333333333336,2.55,3844.866666666667,1231.9833333333333,6475.433333333333,2545.6833333333334,15526.716666666667,4194.466666666666,14159.866666666667,8109.183333333333,8206.85,3567.55,6551.233333333334,3692.4,6082.3,3803.3,6264.633333333333,4707.15,6020.65,4837.05,5314.333333333333,5121.266666666666,5484.166666666667,5716.433333333333,7143.1,7229.233333333334,7388.866666666667,8057.8,6989.333333333333,9910.466666666667,3692.1833333333334,9648.5,2633.5333333333333,6539.5,2026.1666666666667,5977.483333333334,1389.9166666666667,5115.633333333333,756.7,4123.216666666666,32.93333333333333,1590.1833333333334,0.11666666666666667,1.7,423935.66666666674
1호선,독산,201906.5,638.4,4.866666666666666,7180.0,2597.6833333333334,16648.45,12678.15,41308.23333333333,37970.75,39563.3,99193.75,22925.15,41639.61666666667,17425.766666666666,16107.75,16725.266666666666,12428.533333333333,18211.733333333334,13217.083333333334,17773.066666666666,14375.35,16304.45,14867.75,17934.666666666668,16568.183333333334,22761.883333333335,19619.85,45043.75,25129.15,72355.86666666667,37975.01666666667,34012.183333333334,36609.816666666666,19161.583333333332,21549.066666666666,15288.95,21470.883333333335,9877.2,19215.95,3245.8166666666666,11413.383333333333,97.25,814.8833333333333,0.2,0.85,1131837.9833333332
1호선,동대문,201906.5,636.15,10.8,14045.783333333333,2132.116666666667,10401.666666666666,7406.966666666666,16144.033333333333,13364.016666666666,22081.616666666665,27868.433333333334,20986.916666666668,27336.633333333335,19118.583333333332,27307.633333333335,20702.133333333335,31392.7,25196.433333333334,31838.85,27557.75,31205.833333333332,29064.766666666666,29997.1,29848.7,28382.016666666666,30080.483333333334,26021.55,30392.833333333332,26156.15,29486.0,26539.833333333332,20814.6,27285.766666666666,16606.183333333334,19839.216666666667,15293.683333333332,15748.5,12863.5,14491.683333333332,6496.616666666667,12097.316666666668,690.2666666666667,3426.9333333333334,8.633333333333333,58.03333333333333,1030331.9166666671
1호선,동두천,201906.5,17.8,0.65,946.6,195.08333333333334,2888.8,3724.0333333333333,5291.916666666667,8766.766666666666,6383.65,7397.833333333333,4991.8,4802.55,3715.266666666667,3827.15,3417.3,3677.733333333333,3335.2,2954.2,3471.0333333333333,3267.4,3299.05,3328.3166666666666,3845.8333333333335,3863.133333333333,4185.15,3721.15,4931.816666666667,4862.75,5587.7,5720.583333333333,3030.366666666667,5082.516666666666,1894.5666666666666,3671.616666666667,973.15,2904.5833333333335,599.6333333333333,2844.0666666666666,269.73333333333335,1535.1,4.7,785.1,0.03333333333333333,0.4166666666666667,341920.3333333332
